Song,Artist,Album,Lyrics
"""Ipaglalaban Ko""",Freddie Aguilar,No Album,"

Ikaw ang pag-asa
Nasa 'yo ang ligaya
Sa piling mo, sinta
Iyon ang pagdurusa

Madilim na kahapon
'Di ko na alintana
Dahil sa 'yo, sinta
Buhay ko ay nagbago

Anuman ang mangyari, 'di kita iiwan
Ipaglalaban ko ang pag-ibig mo
Ipaglalaban ko hanggang sa dulo ng mundo
Ang ating pag-ibig, giliw ko
[x2]

Aanhin ko ang buhay
Kung hindi ka kapiling
Mabuti pang pumanaw
Kung hindi ka sa akin

Anuman ang mangyari, 'di kita iiwan
Ipaglalaban ko ang pag-ibig mo
Ipaglalaban ko hanggang sa dulo ng mundo
Ang ating pag-ibig, giliw ko
[x2]

Ipaglalaban ko hanggang sa dulo ng mundo
Ang ating pag-ibig, giliw ko
"
"""Kahit Hindi Na Pasko""",Freddie Aguilar,No Album,"

Sa Paskong darating
Nais ko'y ikaw pa rin
Ang aking kapiling
At sa mga araw pang darating

Walang ibang hinihiling
Pangarap ko'y ikaw pa rin
Kung ito'y ikaw pa rin
Kung ito'y panaginip ay ayaw
Ayaw ko nang magising

Pag-ibig ko'y iyo kahit na hindi Pasko
Ang buhay kong ito ay laging laan sa iyo

Sana'y huwag magbabago
Ang matamis mong pagtingin
Kahit na hindi Pasko, giliw
Ako'y lagi mong mamahalin

Pag-ibig ko'y iyo kahit na hindi Pasko
Ang buhay kong ito ay laging laan sa iyo

Sa Paskong darating
Nais ko'y ikaw pa rin
Ang aking kapiling
At sa mga araw pang darating

Pag-ibig ko'y iyo kahit na hindi Pasko
Ang buhay kong ito ay laging laan sa iyo

Pag-ibig ko'y iyo kahit na hindi Pasko
Ang buhay kong ito ay laging laan sa iyo

Sa Paskong darating
Pag-ibig ko'y ikaw pa rin
"
"""Katarungan""",Freddie Aguilar,No Album,"

Sa isang kulungang bakal ay may taong malungkot, umiiyak
Ang tanong n'ya sa sarili ay kailan magigisnan ang liwanag
Malayo ang iniisip at nakakuyom yaring mga palad
Bakit daw s'ya nagdurusa sa kasalanang 'di n'ya ginawa

Kahapon lamang ay kapiling n'ya kanyang asawa at anak
Namumuhay nang tahimik sa isang munting tahanang may tuwa
Ang kaligayahan ay pinutol ng isang paratang sa kanya
S'ya daw ang may sala sa isang krimen na 'di naman n'ya ginawa

Wala na bang katarungan ang isang nilalang na katulad n'ya
Ilan pang tulad n'ya ang magdurusa nang walang kasalanan
'Di ba't ang batas natin pantay-pantay, walang mahirap, mayaman
Bakit marami ang nagdurusang mga walang kasalanan

Mga ilang araw na lang haharapin na n'ya ang bitayan
Paano n'ya isisigaw na s'ya'y sadyang walang kasalanan
Tanging ang Diyos lamang ang s'yang saksi at s'yang nakakaalam
Diyos na rin ang s'yang bahalang maningil kung sino'ng may kasalanan

Dumating na ang araw, haharapin na n'ya kanyang kamatayan
Sa isang upuang bakal na kay dami nang buhay na inutang
O, ang batas ng tao kung minsan ay 'di mo maintindihan
Ilan pang tulad n'ya ang magdurusa nang walang kasalanan
"
"""Kumusta Ka Aking Mahal""",Freddie Aguilar,No Album,"

Kumusta ka, aking mahal
Sana ay nasa mabuti ka
Sana'y iyong naririnig
Baka ka magising

Mga gabing mapaglaway
Dinadaan sa awitin
Nalulungkot kong damdamin
Naaliw na rin

Panaginip ko'y laging ikaw, sinta
Kahit na dilat yaring mata
Kahit na malayo ka'y parang kapiling ka
Mahal, kumusta ka

Malalim pa itong gabi
Malamig ang simoy ng hangin
Kung mayayakap lamang kita
Lamig ay 'di madadama

Panaginip ko'y laging ikaw, sinta
Kahit na dilat yaring mata
Kahit na malayo ka'y parang kapiling ka
Mahal, kumusta ka

Kumusta ka aking mahal
Sana ay nasa mabuti ka
Ako'y wag mong intindihin
Nakakaraos din

Panaginip ko'y laging ikaw, sinta
Kahit na dilat yaring mata
Kahit na malayo ka'y parang kapiling ka
Mahal, kumusta ka

Kumusta ka aking mahal
"
"""Magbago Ka""",Freddie Aguilar,No Album,"

'Di ka man lang nag-isip
'Di ka man lang nagsikap
Pinabayaan mo ang iyong kinabukasan
Ba't ka ganyan

'Di naman sila nagkulang
Ibinigay ang 'yong kailangan
Bakit bumagsak ka sa kalokohan
Nagpabaya ka

Lagi kang naglalasing
Magulang mo'y 'di pinapansin
Nais lang naman nila'y sa 'yong kabutihan
Magbago ka

[CHORUS:]
Magbago ka
Magbago ka
Magbago ka

Kung lalagi kang ganyan
Ikaw ay walang pupuntahan
Baka umabot ka hanggang sa kulungan
Mag-isip ka

'Di ka ba naaawa
Sa 'yong mahal na ama't ina
Nabibilang na ang kanilang mga araw
Magbago ka

[Repeat CHORUS]

'Di ka ba naaawa
Sa 'yong mahal na ama't ina
Bibiguin mo ba ang kanilang mga pangarap
Magbago ka

[Repeat CHORUS]
"
"""Magdalena""",Freddie Aguilar,No Album,"

Tingin sa iyo'y isang putik, larawan mo'y nilalait
Magdalena ikaw ay 'di maintindihan
Ika'y isang kapuspalad, bigo ka pa sa pag-ibig
Hindi ka nag-aral, 'pagkat walang pera

Kaya ika'y namasukan, doon sa Mabini napadpad
Mula noon, binansagang kalapating mababa ang lipad

Hindi mo man ito nais, ika'y walang magagawa
'Pagkat kailangan mong mabuhay sa mundo
Tiniis mo ang lahat, kay hirap ng kalagayan
Ang pangarap mo, maahon sa hirap

Kaya ika'y namasukan, doon sa Mabini napadpad
Mula noon, binansagang kalapating mababa ang lipad

Magdalena, ikaw ay sawimpalad
Kailan ka nila maiintindihan
Magdalena, ikaw ay sawimpalad
Kailan ka nila maiintindihan
Magdalena, Magdalena

Ibig mo nang magbago at mamuhay na nang tahimik
Ngunit ang mundo'y sadyang napakalupit
Hanggang kailan maghihintay, hanggang kailan magtitiis
Ang dalangin mo, kailan maririnig

Magdalena, ikaw ay sawimpalad
Kailan ka nila maiintindihan
Magdalena, ikaw ay sawimpalad
Kailan ka nila maiintindihan
Magdalena, Magdalena
"
"""Minamahal Kita""",Freddie Aguilar,No Album,"

Di ko malimutan
Ang iyong mga larawan
Ang iyong mga pangakong ako lang
Kahit nasaan ka man
Malayo o malapit man
Ang pag-ibig ko'y iyo lamang

Ika'y pangarap ko sa tuwina
Lagi kang laman ng isip
Ikaw ang siyang tibok n'yaring dibdib
Kahit na ano'ng mangyari
Ikaw at ikaw pa rin
Wala akong ibang iibigin

Lulubog, lilitaw
Ang buwan at araw
Patuloy pang lalakad ang panahon
Ako'y magmamahal sa 'yo
Hindi ito magbabago
Pag-ibig ko'y laging laan lamang sa 'yo
Minamahal, minamahal kita

Lagi kong hinahanap
Yakap mong anong sarap
Ang iyong mga matang nangungusap
'Pag ikaw ay kapiling
Nalilimot ang sarili
Sana'y 'wag nang matapos ang gabi

Lulubog, lilitaw
Ang buwan at araw
Patuloy pang lalakad ang panahon
Ako'y magmamahal sa 'yo
Hindi ito magbabago
Pag-ibig ko'y laging laan lamang sa 'yo
Minamahal, minamahal kita

Lulubog, lilitaw
Ang buwan at araw
Patuloy pang lalakad ang panahon
Ako'y magmamahal sa 'yo
Hindi ito magbabago
Pag-ibig ko'y laging laan lamang sa 'yo
Minamahal, minamahal kita
"
"""Mindanao""",Freddie Aguilar,No Album,"

Mula nang magka-isip ay nagisnan ko ang problema
Hanggang sa kasalukuyan, akin pang makita
Tuloy pa rin ang digmaan
Kalat na ang kaguluhan sa Mindanao
Mindanao, Mindanao

Mha mamamayan doon ay takot ang nadarama
Hindi malaman kung ano ang gagawin sa tuwi-tuwina
Mga taong walang malay
Madalas na nadadamay sa Mindanao
Mindanao, Mindanao

Pinoy kapwa Pinoy ang naglalaban doon sa Mindanao
Marami ng dugo ang dumanak sa lupa ng Mindanao
Mindanao, Mindanao

Hindi na ba maaawat, hindi na ba matatapos
Ang solusyon ba'y digmaan sa lupang pangako
Hindi na ba masasagip ang mga kapatid natin sa Mindanao
Hindi na ba masasagip ang mga kapatid natin sa Mindanao
Mindanao, Mindanao

Pinoy kapwa Pinoy ang naglalaban doon sa Mindanao
Marami ng dugo ang dumanak sa lupa ng Mindanao
Mindanao, Mindanao

Mindanao, Mindanao
[Repeat till fade]
"
"""Problema""",Freddie Aguilar,No Album,"

Sari-saring problema
Ang sa ulo mo'y tumotorta
Lahat na halos ng paraan
Sinubok mo ngunit 'di umubra
Ba't 'di ka tumawa, tumawa ka
Tawanan mo ang 'yong problema

'Di mo dapat dibdibin
At 'wag mong masyadong isipin
Libangin mo ang iyong sarili
Tawanan mo ang iyong problema
Tumawa ka, bakit hindi
Tawanan mo ang 'yong problema

Ganyan nga, kaibigan
Tawanan mo ang iyong problema
'Wag mong isipin nang todo
Baka ikaw ay maloko
Tumawa ka, bakit hindi
Tawanan mo ang 'yong problema

Tumawa ka, bakit hindi
Tawanan mo ang 'yong problema
"
"""Pulubi""",Freddie Aguilar,No Album,"

Ang suot niya ay lumang-luma
At ang kanyang mga mata'y malamlam
Banaag mo sa kanyang mukha ang kahirapan
Maghapon siya sa mga daan
Nanghihingi ng kaunting tulong
At madalas n'yo siyang hamakin at libakin

Siya ay pulubi, hinahamak ninyo
Siya ay pulubi, tao ring katulad niyo

At pagsapit ng dilim
Wala man lang siyang matutuluyan
Sa lamig ng paligid, walang makublihan
Kailan niyo siya kaaawaan
Kailan niyo siya mauunawaan
'Pag ang lahat ay huli na, siya'y lilimusan

Siya ay pulubi, hinahamak ninyo
Siya ay pulubi, tao ring katulad niyo

Siya ay pulubi, hinahamak ninyo
Siya ay pulubi, tao ring katulad niyo
"
"""Sa Kuko Ng Agila""",Freddie Aguilar,No Album,"

Mahirap man ang buhay
Aking matitiis
Basta't walang talikalang nakatali sa leeg

Hirap ay makakaya
Kung ako ay wala na
Sa kuko ng agila sa akin ay pumupuksa

Sa sariling lupa ay alipin ako ng banyaga
Sa kuko ng agila kailangan kung makalaya

Kailan ang tamang oras upang labanan ko
Ang mga pang aapi sagad na sa aking buto

Ngunit walang kalayaan
Habang naroroon
Sa kuko ng agila sa leeg ko nakabaon

Akoy palayain
Sa kuko ng agilang mapang alipin

Mahirap man ang buhay
Aking matitiis
Basta't walang talikalang nakatali sa leeg

Ngunit walang kalayaan
Habang naroroon
Sa kuko ng agila sa leeg ko nakabaon

Ako'y palayain sa kuko ng agilang mapang alipin

Sa sariling lupa ay alipin ako ng banyaga
Sa kuko ng agila kailangan kung makalaya

Akoy palayain
Sa kuko ng agilang mapang alipin [x2]
"
"""Sigarilyo""",Freddie Aguilar,No Album,"

[REF:]
Sigarilyong 'di maubos
Alak na nakakalunod
(Mga bisyong nakakahilo / Shabu na ayaw magpatulog)
Ano ang mangyayari sa 'yo

[REF]

Mabuti pa'y mag-isip ka
'Wag kang tira nang tira
Imulat mo ang iyong mata
Habang may panahon ka pa

[REF]

[1st stanza]

[AD LIB]

[REF 3x]

Sigarilyong 'di maubos
Ano ang mangyayari sa 'yo
"
"""Ako""",Florante,No Album,"

Nang ako ay dumating dito sa bayan mo ang kasama ko ay kombo
Mayrong anim na buwan kaming nagkalampagan ng aming gamit sa pagtugtog
Subalit may kontrata kaming pinirmahan
At labing isang buwan kaming nagkalampagan sa Japan

Ako ay bumalik dito sa Pilipinas pagkat ang kombo ko ay nalansag
Ngunit hindi inabot ng ganoong katagal, may bagong kombo akong itinatag
Kay husay o ang galing, marami ang humanga
Ngunit ang miyembroy nagsiyabang at kami ay nagkasira

May dahilan ba kong magsolo'
Wala akong problema sa miyembro
Kahit anong oras mag-ensayo garantisadong walang obligado

Dito sa bayan mo ako ay nakilala sa pag-gigitara at pagkanta
Walang dramista, organista o bahista, ako sa pagtugtog ay nag-iisa
Kung minsan ay namamalat ang boses koy pumipiyak
Kaya pasensiya na kayo dito sa boses kong basag

May dahilan ba akong magsolo'
Wala akong problema sa miyembro
Kahit anong oras mag-ensayo garantisadong walang obligado

Kung minsan ay namamalat ang boses koy pumipiyak
Ngunit ako ay maligaya kung kayoy pumapalakpak
"
"""Ako'y Pinoy""",Florante,No Album,"

Ako'y isang Pinoy sa puso't diwa
Pinoy na isinilang sa ating bansa
Ako'y hindi sanay sa wikang mga banyaga
Ako'y Pinoy na mayroong sariling wika

Wikang pambansa ang gamit kong salita
Bayan kong sinilangan
Hangad kong lagi ang kalayaan

Si Gat Jose Rizal nuo'y nagwika
Siya ay nagpangaral sa ating bansa
Ang hindi raw magmahal sa sariling wika
Ay higit pa ang amoy sa mabahong isda

Wikang pambansa ang gamit kong salita
Bayan kong sinilangan
Hangad kong lagi ang kalayaan

Ako'y isang Pinoy sa puso't diwa
Pinoy na isinilang sa ating bansa
Ako'y hindi sanay sa wikang mga banyaga
Ako'y Pinoy na mayroong sariling wika
"
"""Ako'y Tao""",Florante,No Album,"

Iisipin ng iba na ako'y abang-aba
Dahil sa kasuotan kong ito
Ang pantalon ko'y may butas
Ang laylayan ay tastas
May tagpi ang kupas na polo ko

At kung ito'y sanhi upang kasuklaman
Ako'y huwag naman sanang ipagtabuyan
'Pagkat ako'y tao na may buto't laman
Tulad nila sa daigdig ay may karapatan

Sasabihin ng iba na ako'y isang mangmang
Dahil ang naabot ko'y mababa lang
Iisa ang diploma, marka'y pasang awa pa
Nakamit sa isang mababang paaralan

At kung ito'y sanhi upang kasuklaman
Ako'y huwag naman sanang ipagtabuyan
'Pagkat ako'y tao na may buto't laman
Tulad nila sa daigdig ay may karapatan

May dugo at may laman, may puso at isipan
Ako'y tao na mayrong pakiramdam
Kahit na ina-aba at ituring pang mangmang
Ako'y tao na walang pakialam

At kung ito'y sanhi upang kasuklaman
Ako'y huwag naman sanang ipagtabuyan
'Pagkat ako'y taong husto ang isipan
Tulad nila sa daigdÃ¯g ay may karapatan
"
"""Ang Bisaya""",Florante,No Album,"

Galing ng Bisaya, siya'y pumunta sa Maynila
Hakot ang damit, dala pati kanyang gitara
Perang inipon ng limang taon
Inilagay niya sa bayong

Siya'y nahilo sa barko pagkat siya'y nalula
Napansin ito ng mandurukot sa Maynila
Perang inipon ng limang taon
Para na lang itinapon

Tinangay ng mandurukot
Wala ni konting habag
Pobreng Bisaya ay nagutom
Ang laman ng tiyan ay kabag

Siya'y lumakad at hindi niya pinansin ang pagod
Para s'yang kabayong may kutserong lumalagod
Sa isang puno ay tumigil siya
At tinugtog ang gitara...

Pesteng yawa!
Kay hirap pala ng buhay sa Maynila
Pag ikaw ay binunggo ng iyong kapwa
Ang iyong kakainin ay...
Inihaw haw na carabao

Kulay pulang taksi ang sa tapat niya'y tumigil
May seksing babaeng bumaba, siya ay nanggigil
Agad niya itong sinunggaban
At dinala sa damuhan

May pulis, may pulis!
Siya'y nakita ng pulis
Habang siya ay naglililis
Anong haba... ng batuta ng pulis
Kaya't siya ay tumakbo

Kaya't siya ay tumakbo
Tumakbo siya ng mabilis, burles!
"
"""Awiting Sariling Atin""",Florante,No Album,"

Dahil sa pagsisikap
Nakamtan ko ang aking pangarap
Kahit akoy naghirap
Ligaya naman ay abot ulap

Isang kayod, isang tuka ang tingin sa akin
Ngunit akoy mayaman sa mga awitin
Awiting ginawa para sa ating bansa
Awiting sariling atin

Sanay mapakinggan nitong ating bayan
Mga sanggol ito ang magisnan

Tayo ang puhunan
Nitong ating mga kabataan
Dapat tangkilikin
Ang awiting gawa dito sa atin

Isang kayod, isang tuka ang bayan natin
Ngunit tayoy mayaman sa mga awitin
Awiting ginawa para sa ating bansa
Awiting sariling atin

Sanay mapakinggan nitong ating bayan
Mga sanggol ito ang magisnan
"
"""Bahay""",Florante,No Album,"

Sagana na sanat
Lubos ang ligaya
Sa bahay na ito
Ngunit parang kulang

May bangang puno ng tubig
May bigas na isasaing
Sa paminggalan ay may ulam
Wala na halos suliranin

Itong bahay na kahit pawid
Sagana sa makakain

Nag-iisa sa may bukid
Ligid ng sariwang hangin

Bahay na gawa sa pawid
Nasa lilim ng kawayan
Luntian ang buong paligid
Sa gulay at mga halaman

Itong bahay na kahit pawid
Palaging kaakit-akit
Paligid ay kaibig-ibig
Sa lupa ito ay langit

Sagana na sanat
Lubos ang ligaya
Sa bahay na ito
Ngunit mayrong kulang

Kulang ng isang tulad mo
Ang munting bahay na ito
Upang maging isang palasyo

Kulang ng isang tulad mo
Ang munting bahay na ito
Upang maging isang palasyo
Kulang ng isang tulad mo
Ang munting bahay na ito
Upang maging isang palasyo
"
"""Daliri""",Florante,No Album,"

Daliri sa aking mga kamay
Habang gumagalaw

Titipa sa gitarat papawi ng lumbay
Himig ay kanilang ibibigay

Daliri sa aking mga kamay
May musikang taglay

Kung akoy umaawit
Silay sumasabay
Daliri sa aking mga kamay

Kahit mayroong kukong patay
Kakalabit at sasabay
Himig na galing sa pusoy iaalay

Kahit mayroong kukong patay
Kakalabit at sasabay
Himig na galing sa pusoy iaalay

Kahit mayroong kukong patay
Kakalabit at sasabay
Mga daliri sa aking mga kamay
"
"""Di Ko Kailangan""",Florante,No Album,"

Hindi ko kailangan
Ang manira sa buwan
At kahit saan pa man
Sa kalawakan

Hindi ko kailangan
Ang subrang karunongan
Kung ang pagtutunguhan
Ay kamatayan

Ako'y hindi masiyahan
Sa bawat makamit nais ay dagdagan
Tao ang siyang gumagawa
Tanging pangsa
Sa bawat nilikha

Hindi ko kailangan
Ang pag dami ng sasakyan
Kung ang hanging lalanghapin
Ay usok na lamang

Hindi ko kailangan
Ang makipagpaligsahan
Sa mayroong kapangyarihan
Haring kalikasan
"
"""Digmaan""",Florante,No Album,"

Laban sa kalooban ko man
Akoy handang handang lumaban
Para sa ating kalayaan

Ngunit bakit ang minimithing kapayapaan
Ay daraanin sa digmaan
Makamtan lang ang kalayaan

Digmaan, walang kasing pait na kapalaran
Walang kasing lupit
Digmaan, wala ni katiting na kagandahan
Huwag sanang darating

Laban sa kalooban ko man
Akoy handang handang lumaban
Para sa ating kalayaan

Ngunit bakit hindi ko rin maintindihan
Magkapwataoy naglalaban
Taya ang buhay sa digmaan

Digmaan, walang kasing pait na kapalaran
Walang kasing lupit
Digmaan, wala ni katiting na kagandahan
Huwag sanang darating

Digmaan, walang kasing pait na kapalaran
Walang kasing lupit
Digmaan, wala ni katiting na kagandahan
Huwag sanang darating

Digmaan, walang kasing pait na kapalaran
Walang kasing lupit
Digmaan, wala ni katiting na kagandahan
Huwag sanang darating
"
"""Gitara Ko""",Florante,No Album,"

Tuwing sasapit ang bawat umaga
Inahaplos ko ang aking gitara
Gitara koy bahagi na nitong aking buhay
Sa hirap at sarap, kamiy laging magkaakbay

Lahat halos ng aking inaawit
Gitara koy katulong kung umiisip
Akoy pinalad mapadpad sa kung saan-saan
Kahit mahirap, ang gitara koy aking pasan

Kahit na kailan, kahit na saan pa man
Ang gitara koy aayon sa akin sa tugtugan
Kahit na kailan, kahit na saan pa man
Bawat himig ay aming bibigyang daan

Kahit sa tagumpay o kabiguan
Gitara ko ay aking kaibigan
Mulat-sapul pa man, gitara koy aking gabay
Wala pa kong pinagsisihang syang naging dahilan
"
"""Handog""",Florante,No Album,"

Parang kailan lang
Ang mga pangarap ko'y kay hirap abutin
Dahil sa inyo
Napunta ako sa aking nais kong marating
Nais ko kayong pasalamatan
Kahit man lamang isang awitin

Parang kailan lang
Halos ako ay magpalimos sa lansangan
Dahil sa inyo
Ang aking tiyan at ang bulsa'y nagkalaman
Kaya't itong awiting aking inaawit
Nais kong kayo ang handugan

Tatanda at lilipas rin ako
Ngunit mayroong awiting
Iiwanan sa inyong ala-ala
Dahil minsan tayo'y nagkasama

Parang kailan lang
Ang mga awitin ko'y ayaw pakinggan
Dahil sa inyo
Narinig ang isip ko at naintindihan
Dahil dito'y ibig ko kayong ituring
Na matalik kong kaibigan

Tatanda at lilipas rin ako
Ngunit mayroong awiting
Iiwanan sa inyong ala-ala
Dahil minsan tayo'y nagkasama

Tatanda at lilipas rin ako
Ngunit mayroong awiting
Iiwanan sa inyong ala-ala
Dahil minsan tayo'y nagkasama

Tatanda at lilipas rin ako
Ngunit mayroong awiting
Iiwanan sa inyong ala-ala
Dahil minsan tayo'y nagkasama...
"
"""Ibon""",Florante,No Album,"

Sayang at akoy hindi naging isang ibon
Mayrong layang lumipad kahit maghapon
May layang magmasid sa buong kalangitan
May layang damahin ang ating kalikasan

Sayang at akoy hindi naging isang ibon
Mayrong layang umawit kahit maghapon
Ibong lumilipad habang nag-aawitan
Ibong lumilipad at naliligayahan

Sayang at akoy hindi naging isang ibon
May pugad sa itaas ng punongkahoy
Ibon ay gagawa ng pugad na tirahan
Laging magtitiyaga kahit na mahirapan
"
"""Musika""",Florante,No Album,"

Ang buhay ay sisigla
Sa himig ng tugtugin
Tugtuging pag binigyang pansin
Limot ang suliranin

Himig na tinutugtog
Kinakanta na kahit sa ibang bansang
Wikay iba
Buong mundoy may musika

Musika ay puwedeng daan
Tungo sa kapayapaan
Huwag sanang hahadlangan
Kung puwede pay tulungan

Ang mga musikero ang siyang tulay
Na sanay gamitin nyong maging daan
Tungo sa kapayapaan

Musika ay puwedeng daan
Tungo sa kapayapaan
Huwag sanang hahadlangan
Kung puwede pay tulungan

Ang mga musikero ang siyang tulay
Na sanay gamitin nyong maging daan
Tungo sa kapayapaan

Himig na tinutugtog, kinakanta
Na kahit sa ibang bansang
Wikay iba
Buong mundoy may musika
"
"""Nagtanan (Unang Yugto)""",Florante,No Album,"

Isang gabi, bilog ang buwan ng si Pedrot si Petra ay nagtanan
Litong lito at kinakabahan, sa pagtakboy nasabit sa sampayan
Ang sampayan na subok sa tibay ay nakatali sa halige ng bahay
Ang halige na puno ng anay ay nagiba, nagising tuloy ang tatay
Tumakbo ng matulin ang magkasintahan kasunod ang tatay na may hawak na itak
Nakakita ng bisikleta, ang magsintay sumakay at umiskiyerda
Ang tatay, habol ang hininga inatake ng hika sa kalsada
Hika, hika, hika
"
"""Nais Ko Sanang Malaman (Itanong Mo Sa Patay)""",Florante,No Album,"

Ang langit nga bay totoo?
Tunay bang may impiyerno?
Mayron nga bang purgatoryo
Para sa mga tao?

Hayop bay may langit din
At utos na susundin?
Nais ko sanang malaman
Ng akoy hindi papanaw

Bakit ka nagtatanong?
Nais ko sanang malaman
Itanong mo sa patay
Kung ayaw mong maghintay

Hayop bay may langit din
At utos na susundin?
Nais ko sanang malaman
Ng akoy hindi papanaw

Bakit ka nagtatanong?
Nais ko sanang malaman
Itanong mo sa patay
Kung ayaw mong maghintay
"
"""Pinay""",Florante,No Album,"

Dapat ka bang mangibang bayan?
Dito bay wala kang paglagyan?
Tungkol sa bebot ditoy maraming okey
Dito ang kelot ay kulang

Bakit pa iiwanan ang lupang tinubuan?
Dito ka natuto ng iyong mga kalokohan
Baka akala moy ganoon lamang
Ang mamuhay sa ibang bayan
At kung ikaw ay mag-aasawa
Ang kunin mo ay pilipina

Pagkat magaganda ang mga pinay
Sa bahay man silay mahuhusay
Kumustahin kung manamit, okey lang
At kung umibig ay lalong okey ang pinay

Bakit pa iiwanan ang lupang tinubuan?
Dito ka natuto ng iyong mga kalokohan
Baka akala moy ganoon lamang
Ang mamuhay sa ibang bayan
At kung ikaw ay mag-aasawa
Ang kunin mo ay pilipina

Pagkat magaganda ang mga pinay
Sa bahay man silay mahuhusay
Kung minsan ay selosa rin ang pinay
Pagkat ang selos ay tanda lang
Ng pagmamahal ng pinay
"
"""Si Tatang""",Florante,No Album,"

Si tatang ay beterano ng kutsero
Maghapong ang kasama ay kabayo
Pag uwi niya sa hapon gagapas ng damo
Para makain ng kaniyang kabayo

Si tatang ay de-primerang kaskasero
Kaya tuloy natatakot ang pasahero
Gustoy laging matulin, hawak ang latigo
At kaliwat kanan ang palo sa kabayo

O tatang ko na kaskasero
Huwag paluin ng paluin ang kabayo
Pag ang kabayoy nalito, hindi na magpreno
Ang punta mo ay sementeryo

Si tatang sobra ang tigas ng ulo
Di maawat sa pagiging kaskasero
Gustoy laging matulin ang takbo ng kabayo
Dapat sa kanya ay drayber ng bumbero

O tatang ko na kaskasero
Huwag paluin ng paluin ang kabayo
Pag ang kabayoy nalito, hindi na magpreno
Ang punta mo ay sementeryo

O tatang ko na kaskasero
Huwag paluin ng paluin ang kabayo
Pag ang kabayoy nalito, hindi na magpreno
Ang punta mo ay sementeryo
"
"""Sino Si Santa Klaus""",Florante,No Album,"

Sino si Santa Klaus ang tanong sa akin
Ng aming bunso na naglalambing
Bakit Pasko lamang namin kapiling
At nagmamahal sa amin

Pakingan mo bunso ng malaman mo
Si Santa Klaus ay laging naririto
Minamasdan lamang ang ugali nyo
'Pagkat mahal niya kayo

Sa tuwing Pasko lamang kung siya'y makita
Ang aguinaldo ang dala niya sa tuwina
Alam mo na bunso, alam lahat halos
Kung bakit may Santa Klaus

Pakingan mo bunso ng malaman mo
Si Santa Klaus ay laging naririto
Minamasdan lamang ang ugali nyo
'Pagkat mahal niya kayo

Sino si Santa Klaus ang tanong sa akin
Ng aming bunso na naglalambing
Bakit Pasko lamang namin kapiling
At nagmamahal sa amin

Pakingan mo bunso ng malaman mo
Si Santa Klaus ay laging naririto
Minamasdan lamang ang ugali nyo
'Pagkat mahal niya kayo

Sa tuwing Pasko lamang kung siya'y makita
Ang aguinaldo ang dala niya sa tuwina
Alam mo na bunso, alam lahat halos
Kung bakit may Santa Klaus

Bakit may Santa Klaus
"
"""Tapayan""",Florante,No Album,"

Mayrong isang sepulturero doon sa libingan
Lupa ay kanyang hinuhukay basta mayrong patay
Minsan siya ay nakahukay ng lumang tapayan
At ng makita ang laman siya ay hinimatay

At nang siyay magising wala na ang tapayan
Saan na napunta ang kanyang katanungan
Sariling ulo niyay sinuntok sa panghihinayang
At dahil nga doon, siya ay naging isang baliw

Bawat puntod sa may libingan ay pinagtanungan
Bawat tao na madaan ay kanyang hinaharang
Nais nitong sepulturero na siya ay tulungan
Tulong na sana ay hanapin ang lumang tapayan

Nang dahil sa laman ng isang lumang tapayan
Ang sepultureroy nabaliw na ng tuluyan
Tapayang ang laman kung nais nyong malaman
Huwag nyo kong tanungin pagkat hindi ko rin alam
"
